date,startup,vertical,subvertical,city,investors,round,amount,Date
09/11/2015,didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,1.25,2015-11-09
09/11/2015,skoovcom,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,1.25,2015-11-09
10/11/2015,chefsbasket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,49.8,2015-11-10
11/11/2015,gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,0.0,2015-11-11
11/11/2015,delight,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,4.98,2015-11-11
11/11/2015,6degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,0.0,2015-11-11
11/11/2015,renewbuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,4.15,2015-11-11
11/11/2015,grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,0.0,2015-11-11
12/11/2015,hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,2.08,2015-11-12
13/11/2015,flashdoor,On Demand Laundry Service platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,0.0,2015-11-13
16/11/2015,cashkarocom,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,30.71,2015-11-16
16/11/2015,absentia,Virtual Reality Headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,1.49,2015-11-16
16/11/2015,renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Funding,0.0,2015-11-16
16/11/2015,taskbucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private Equity,124.5,2015-11-16
17/11/2015,craftsvilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,282.2,2015-11-17
17/11/2015,juliacomputing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,4.98,2015-11-17
17/11/2015,styletag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,62.25,2015-11-17
17/11/2015,smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,1.66,2015-11-17
17/11/2015,bibox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,4.4,2015-11-17
17/11/2015,convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,2.49,2015-11-17
18/11/2015,ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,4150.0,2015-11-18
18/11/2015,goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,20.75,2015-11-18
18/11/2015,scoopwhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,33.2,2015-11-18
18/11/2015,hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,0.0,2015-11-18
18/11/2015,pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Funding,0.0,2015-11-18
18/11/2015,truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,0.0,2015-11-18
19/11/2015,ahataxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,0.0,2015-11-19
19/11/2015,urbanclap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,207.5,2015-11-19
19/11/2015,sensegiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,4.15,2015-11-19
19/11/2015,placeoforigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,0.0,2015-11-19
19/11/2015,fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,3.78,2015-11-19
20/11/2015,mindtickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,103.75,2015-11-20
20/11/2015,shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,0.0,2015-11-20
20/11/2015,medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,2.53,2015-11-20
20/11/2015,ouwt,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,1.25,2015-11-20
20/11/2015,heypillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,24.9,2015-11-20
21/11/2015,healersathome,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,0.0,2015-11-21
21/11/2015,caravancraft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,9.96,2015-11-21
21/11/2015,talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,0.83,2015-11-21
23/11/2015,rentomojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,16.6,2015-11-23
23/11/2015,medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,0.83,2015-11-23
24/11/2015,stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,2.08,2015-11-24
24/11/2015,servx,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,0.0,2015-11-24
24/11/2015,naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,431.6,2015-11-24
24/11/2015,crayondata,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,0.0,2015-11-24
25/11/2015,earlysalarycom,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,12.45,2015-11-25
25/11/2015,tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,0.91,2015-11-25
25/11/2015,schand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,224.1,2015-11-25
26/11/2015,stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,0.0,2015-11-26
26/11/2015,goqii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,111.22,2015-11-26
26/11/2015,grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,996.0,2015-11-26
26/11/2015,pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,8.3,2015-11-26
26/11/2015,kountmoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,0.0,2015-11-26
27/11/2015,stayglad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0.0,2015-11-27
27/11/2015,fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,0.0,2015-11-27
27/11/2015,learnon,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0.0,2015-11-27
27/11/2015,talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,0.0,2015-11-27
28/11/2015,mtaxi,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,0.0,2015-11-28
30/11/2015,baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,12.04,2015-11-30
30/11/2015,superherobrands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,4.48,2015-11-30
30/11/2015,momagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,0.0,2015-11-30
30/11/2015,qikpod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,74.7,2015-11-30
30/11/2015,butterflyinteractive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,0.0,2015-11-30
30/11/2015,bro4u,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,0.0,2015-11-30
01/10/2015,indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0.0,2015-10-01
01/10/2015,wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,0.0,2015-10-01
01/10/2015,easyfix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,0.0,2015-10-01
01/10/2015,muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,2.9,2015-10-01
01/10/2015,abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,0.0,2015-10-01
01/10/2015,cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,0.0,2015-10-01
02/10/2015,shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,16.6,2015-10-02
03/10/2015,chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,49.8,2015-10-03
05/10/2015,nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,78.85,2015-10-05
05/10/2015,voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,124.5,2015-10-05
05/10/2015,indialends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,8.3,2015-10-05
05/10/2015,rocknshop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,1.25,2015-10-05
06/10/2015,docplexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,5.81,2015-10-06
06/10/2015,work,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,4.15,2015-10-06
06/10/2015,sportzvillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,83.0,2015-10-06
06/10/2015,sportybeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,0.0,2015-10-06
06/10/2015,burgersingh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4.15,2015-10-06
06/10/2015,welcomecure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,49.8,2015-10-06
07/10/2015,schoolguru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,24.9,2015-10-07
07/10/2015,naturallyyours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,0.0,2015-10-07
07/10/2015,gojavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,166.0,2015-10-07
07/10/2015,scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0.0,2015-10-07
07/10/2015,stalkbuylove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0.0,2015-10-07
08/10/2015,zupermeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,16.6,2015-10-08
08/10/2015,cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,63.91,2015-10-08
08/10/2015,mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0.0,2015-10-08
08/10/2015,grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,83.0,2015-10-08
08/10/2015,quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.57,2015-10-08
09/10/2015,stockroomio,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.58,2015-10-09
09/10/2015,curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,0.0,2015-10-09
09/10/2015,cloudlending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,66.4,2015-10-09
09/10/2015,inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.49,2015-10-09
09/10/2015,wonobo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0.0,2015-10-09
09/10/2015,kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.3,2015-10-09
09/10/2015,zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,0.64,2015-10-09
12/10/2015,zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.58,2015-10-12
12/10/2015,faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0.0,2015-10-12
12/10/2015,bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,0.0,2015-10-12
12/10/2015,gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.83,2015-10-12
12/10/2015,tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0.0,2015-10-12
12/10/2015,mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0.0,2015-10-12
13/10/2015,voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,8.3,2015-10-13
13/10/2015,lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,20.75,2015-10-13
14/10/2015,askmygift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,0.41,2015-10-14
14/10/2015,gaanacom,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,0.0,2015-10-14
14/10/2015,zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,0.64,2015-10-14
14/10/2015,gymtrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0.0,2015-10-14
15/10/2015,bounty,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0.0,2015-10-15
16/10/2015,homersin,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0.0,2015-10-16
16/10/2015,mshipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,0.0,2015-10-16
16/10/2015,bolrealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,0.0,2015-10-16
17/10/2015,scubefuture,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,8.3,2015-10-17
19/10/2015,lets,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0.0,2015-10-19
19/10/2015,citruspayment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,207.5,2015-10-19
19/10/2015,holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,0.83,2015-10-19
20/10/2015,primaseller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0.0,2015-10-20
20/10/2015,opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,58.1,2015-10-20
20/10/2015,attune,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,83.0,2015-10-20
20/10/2015,ichefin,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,0.0,2015-10-20
21/10/2015,jiyonatural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,0.0,2015-10-21
21/10/2015,agentdesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,24.48,2015-10-21
21/10/2015,whiteowlbrewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.7,2015-10-21
21/10/2015,mealhopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.83,2015-10-21
21/10/2015,zenifyin,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.31,2015-10-21
21/10/2015,stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0.0,2015-10-21
23/10/2015,medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,1.25,2015-10-23
23/10/2015,leapingcaravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,1.25,2015-10-23
23/10/2015,frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.3,2015-10-23
23/10/2015,qikstay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.08,2015-10-23
26/10/2015,parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,41.5,2015-10-26
26/10/2015,almamapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.32,2015-10-26
26/10/2015,flexingit,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.15,2015-10-26
26/10/2015,netmedscom,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,415.0,2015-10-26
26/10/2015,razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,74.7,2015-10-26
27/10/2015,jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,0.0,2015-10-27
27/10/2015,happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,0.64,2015-10-27
27/10/2015,care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,2.9,2015-10-27
27/10/2015,roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,83.0,2015-10-27
27/10/2015,simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0.0,2015-10-27
28/10/2015,origaleasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.13,2015-10-28
28/10/2015,smartivityin,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.66,2015-10-28
28/10/2015,urdoorstep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,0.0,2015-10-28
29/10/2015,tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,0.0,2015-10-29
29/10/2015,moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0,2015-10-29
29/10/2015,zophop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.73,2015-10-29
30/10/2015,nikiai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,0.0,2015-10-30
30/10/2015,instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,0.0,2015-10-30
30/10/2015,lifto,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.08,2015-10-30
